incident_id,title,description,severity,module,timestamp_opened,timestamp_resolved,resolution_summary,root_cause,troubleshooting_log_excerpt,issue_type,tags
INC-10248,Notifications bug issue ERR_NOT_6394,Users reported issues in Notifications. error service cache error session Error seen in logs: ERR_NOT_6394.,P2,Notifications,2025-11-05 11:23:34,2025-11-10 22:23:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-05 11:23:34.189634] ERR_NOT_6394: Timeout at /api/notifications/process,bug,"notifications,bug"
INC-10249,Catalog data issue ERR_CAT_1933,Users reported issues in Catalog. retry service endpoint connection error Error seen in logs: ERR_CAT_1933.,P4,Catalog,2025-08-24 00:11:34,2025-08-29 22:11:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-24 00:11:34.189634] ERR_CAT_1933: Timeout at /api/catalog/process,data,"catalog,data"
INC-10250,Shipping data issue ERR_SHI_1040,Users reported issues in Shipping. service session service endpoint timeout Error seen in logs: ERR_SHI_1040.,P3,Shipping,2025-08-01 20:54:34,2025-08-09 15:54:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-01 20:54:34.189634] ERR_SHI_1040: Timeout at /api/shipping/process,data,"shipping,data"
INC-10251,Auth bug issue ERR_AUT_5790,Users reported issues in Auth. connection failure session timeout retry Error seen in logs: ERR_AUT_5790.,P2,Auth,2025-08-13 05:36:34,,,Null pointer in microservice.,[2025-08-13 05:36:34.189634] ERR_AUT_5790: Timeout at /api/auth/process,bug,"auth,bug"
INC-10252,Search data issue ERR_SEA_8156,Users reported issues in Search. error error service failure connection Error seen in logs: ERR_SEA_8156.,P3,Search,2025-07-31 14:21:34,2025-08-07 07:21:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-31 14:21:34.189634] ERR_SEA_8156: Timeout at /api/search/process,data,"search,data"
INC-10253,Payments bug issue ERR_PAY_7581,Users reported issues in Payments. error failure auth service db Error seen in logs: ERR_PAY_7581.,P4,Payments,2025-07-22 18:15:34,,,Null pointer in microservice.,[2025-07-22 18:15:34.189634] ERR_PAY_7581: Timeout at /api/payments/process,bug,"payments,bug"
INC-10254,Shipping data issue ERR_SHI_2846,Users reported issues in Shipping. cache service db failure db Error seen in logs: ERR_SHI_2846.,P4,Shipping,2025-11-11 10:57:34,2025-11-16 22:57:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-11 10:57:34.189634] ERR_SHI_2846: Timeout at /api/shipping/process,data,"shipping,data"
INC-10255,Catalog config issue ERR_CAT_5005,Users reported issues in Catalog. db db error timeout connection Error seen in logs: ERR_CAT_5005.,P4,Catalog,2025-07-08 04:31:34,2025-07-11 04:31:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-07-08 04:31:34.189634] ERR_CAT_5005: Timeout at /api/catalog/process,config,"catalog,config"
INC-10256,Inventory config issue ERR_INV_4451,Users reported issues in Inventory. auth connection error connection failure Error seen in logs: ERR_INV_4451.,P3,Inventory,2025-10-02 11:31:34,,,Config drift in container setup.,[2025-10-02 11:31:34.189634] ERR_INV_4451: Timeout at /api/inventory/process,config,"inventory,config"
INC-10257,Shipping performance issue ERR_SHI_7796,Users reported issues in Shipping. db connection connection endpoint session Error seen in logs: ERR_SHI_7796.,P3,Shipping,2025-11-12 09:48:34,,,Null pointer in microservice.,[2025-11-12 09:48:34.189634] ERR_SHI_7796: Timeout at /api/shipping/process,performance,"shipping,performance"
INC-10258,Catalog config issue ERR_CAT_1703,Users reported issues in Catalog. auth session db error error Error seen in logs: ERR_CAT_1703.,P2,Catalog,2025-09-05 02:39:34,2025-09-12 11:39:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-09-05 02:39:34.189634] ERR_CAT_1703: Timeout at /api/catalog/process,config,"catalog,config"
INC-10259,Shipping bug issue ERR_SHI_3866,Users reported issues in Shipping. session cache cache error cache Error seen in logs: ERR_SHI_3866.,P1,Shipping,2025-09-29 02:17:34,,,Null pointer in microservice.,[2025-09-29 02:17:34.189634] ERR_SHI_3866: Timeout at /api/shipping/process,bug,"shipping,bug"
INC-10260,Inventory infra issue ERR_INV_4629,Users reported issues in Inventory. connection endpoint failure endpoint endpoint Error seen in logs: ERR_INV_4629.,P3,Inventory,2025-10-14 06:59:34,,,Null pointer in microservice.,[2025-10-14 06:59:34.189634] ERR_INV_4629: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10261,Inventory data issue ERR_INV_7246,Users reported issues in Inventory. auth retry endpoint error session Error seen in logs: ERR_INV_7246.,P3,Inventory,2025-11-18 12:37:34,2025-11-20 09:37:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-18 12:37:34.189634] ERR_INV_7246: Timeout at /api/inventory/process,data,"inventory,data"
INC-10262,Notifications performance issue ERR_NOT_2875,Users reported issues in Notifications. timeout timeout timeout service connection Error seen in logs: ERR_NOT_2875.,P1,Notifications,2025-08-15 10:23:34,,,Null pointer in microservice.,[2025-08-15 10:23:34.189634] ERR_NOT_2875: Timeout at /api/notifications/process,performance,"notifications,performance"
INC-10263,Search performance issue ERR_SEA_4808,Users reported issues in Search. auth failure error cache timeout Error seen in logs: ERR_SEA_4808.,P3,Search,2025-07-24 09:43:34,2025-07-27 21:43:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-24 09:43:34.189634] ERR_SEA_4808: Timeout at /api/search/process,performance,"search,performance"
INC-10264,Search config issue ERR_SEA_5658,Users reported issues in Search. db error error cache failure Error seen in logs: ERR_SEA_5658.,P3,Search,2025-11-04 07:22:34,2025-11-04 17:22:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-11-04 07:22:34.189634] ERR_SEA_5658: Timeout at /api/search/process,config,"search,config"
INC-10265,Catalog performance issue ERR_CAT_7031,Users reported issues in Catalog. endpoint timeout connection error failure Error seen in logs: ERR_CAT_7031.,P3,Catalog,2025-11-22 03:06:34,2025-11-27 14:06:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-22 03:06:34.189634] ERR_CAT_7031: Timeout at /api/catalog/process,performance,"catalog,performance"
INC-10266,Orders performance issue ERR_ORD_5669,Users reported issues in Orders. connection error cache endpoint error Error seen in logs: ERR_ORD_5669.,P3,Orders,2025-08-16 07:35:34,,,Null pointer in microservice.,[2025-08-16 07:35:34.189634] ERR_ORD_5669: Timeout at /api/orders/process,performance,"orders,performance"
INC-10267,Notifications infra issue ERR_NOT_3120,Users reported issues in Notifications. retry db auth timeout failure Error seen in logs: ERR_NOT_3120.,P4,Notifications,2025-09-22 14:52:34,2025-09-27 13:52:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-22 14:52:34.189634] ERR_NOT_3120: Timeout at /api/notifications/process,infra,"notifications,infra"
INC-10268,Orders bug issue ERR_ORD_2141,Users reported issues in Orders. service connection endpoint cache timeout Error seen in logs: ERR_ORD_2141.,P4,Orders,2025-08-17 02:31:34,,,Null pointer in microservice.,[2025-08-17 02:31:34.189634] ERR_ORD_2141: Timeout at /api/orders/process,bug,"orders,bug"
INC-10269,Shipping data issue ERR_SHI_3606,Users reported issues in Shipping. service failure auth timeout failure Error seen in logs: ERR_SHI_3606.,P2,Shipping,2025-10-26 18:05:34,2025-11-03 19:05:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-26 18:05:34.189634] ERR_SHI_3606: Timeout at /api/shipping/process,data,"shipping,data"
INC-10270,Orders infra issue ERR_ORD_2829,Users reported issues in Orders. retry endpoint timeout service endpoint Error seen in logs: ERR_ORD_2829.,P2,Orders,2025-09-03 22:14:34,2025-09-08 15:14:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-03 22:14:34.189634] ERR_ORD_2829: Timeout at /api/orders/process,infra,"orders,infra"
INC-10271,Catalog data issue ERR_CAT_7980,Users reported issues in Catalog. endpoint endpoint session failure session Error seen in logs: ERR_CAT_7980.,P3,Catalog,2025-07-04 09:45:34,,,Null pointer in microservice.,[2025-07-04 09:45:34.189634] ERR_CAT_7980: Timeout at /api/catalog/process,data,"catalog,data"
INC-10272,Inventory infra issue ERR_INV_7591,Users reported issues in Inventory. session auth failure timeout db Error seen in logs: ERR_INV_7591.,P2,Inventory,2025-07-05 16:38:34,,,Null pointer in microservice.,[2025-07-05 16:38:34.189634] ERR_INV_7591: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10273,Orders performance issue ERR_ORD_6668,Users reported issues in Orders. auth retry failure cache db Error seen in logs: ERR_ORD_6668.,P2,Orders,2025-11-05 08:34:34,2025-11-10 13:34:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-05 08:34:34.189634] ERR_ORD_6668: Timeout at /api/orders/process,performance,"orders,performance"
INC-10274,Catalog bug issue ERR_CAT_5154,Users reported issues in Catalog. service connection db service retry Error seen in logs: ERR_CAT_5154.,P4,Catalog,2025-07-13 11:21:34,,,Null pointer in microservice.,[2025-07-13 11:21:34.189634] ERR_CAT_5154: Timeout at /api/catalog/process,bug,"catalog,bug"
INC-10275,Inventory performance issue ERR_INV_5916,Users reported issues in Inventory. session cache failure failure auth Error seen in logs: ERR_INV_5916.,P3,Inventory,2025-08-22 12:10:34,,,Null pointer in microservice.,[2025-08-22 12:10:34.189634] ERR_INV_5916: Timeout at /api/inventory/process,performance,"inventory,performance"
INC-10276,Payments infra issue ERR_PAY_1382,Users reported issues in Payments. retry session cache service failure Error seen in logs: ERR_PAY_1382.,P2,Payments,2025-11-17 07:46:34,,,Null pointer in microservice.,[2025-11-17 07:46:34.189634] ERR_PAY_1382: Timeout at /api/payments/process,infra,"payments,infra"
INC-10277,Auth performance issue ERR_AUT_7652,Users reported issues in Auth. connection failure timeout endpoint db Error seen in logs: ERR_AUT_7652.,P3,Auth,2025-08-08 03:39:34,,,Null pointer in microservice.,[2025-08-08 03:39:34.189634] ERR_AUT_7652: Timeout at /api/auth/process,performance,"auth,performance"
INC-10278,Auth infra issue ERR_AUT_2307,Users reported issues in Auth. retry connection retry service db Error seen in logs: ERR_AUT_2307.,P3,Auth,2025-08-23 13:49:34,2025-08-23 21:49:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-23 13:49:34.189634] ERR_AUT_2307: Timeout at /api/auth/process,infra,"auth,infra"
INC-10279,Orders infra issue ERR_ORD_2708,Users reported issues in Orders. db retry db session cache Error seen in logs: ERR_ORD_2708.,P2,Orders,2025-09-30 05:33:34,2025-10-02 11:33:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-30 05:33:34.189634] ERR_ORD_2708: Timeout at /api/orders/process,infra,"orders,infra"
INC-10280,Catalog data issue ERR_CAT_1882,Users reported issues in Catalog. failure auth service db cache Error seen in logs: ERR_CAT_1882.,P1,Catalog,2025-11-15 07:29:34,2025-11-15 19:29:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-15 07:29:34.189634] ERR_CAT_1882: Timeout at /api/catalog/process,data,"catalog,data"
INC-10281,Payments infra issue ERR_PAY_5494,Users reported issues in Payments. session session error failure timeout Error seen in logs: ERR_PAY_5494.,P3,Payments,2025-10-18 22:17:34,2025-10-25 05:17:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-18 22:17:34.189634] ERR_PAY_5494: Timeout at /api/payments/process,infra,"payments,infra"
INC-10282,Auth infra issue ERR_AUT_1364,Users reported issues in Auth. failure error endpoint service connection Error seen in logs: ERR_AUT_1364.,P4,Auth,2025-10-14 01:56:34,2025-10-14 05:56:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-14 01:56:34.189634] ERR_AUT_1364: Timeout at /api/auth/process,infra,"auth,infra"
INC-10283,Auth infra issue ERR_AUT_7980,Users reported issues in Auth. cache timeout db db session Error seen in logs: ERR_AUT_7980.,P4,Auth,2025-07-28 13:11:34,2025-08-05 08:11:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-28 13:11:34.189634] ERR_AUT_7980: Timeout at /api/auth/process,infra,"auth,infra"
INC-10284,Orders config issue ERR_ORD_4735,Users reported issues in Orders. failure endpoint error failure failure Error seen in logs: ERR_ORD_4735.,P3,Orders,2025-10-18 03:36:34,2025-10-26 05:36:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-18 03:36:34.189634] ERR_ORD_4735: Timeout at /api/orders/process,config,"orders,config"
INC-10285,Payments bug issue ERR_PAY_2088,Users reported issues in Payments. service error retry connection retry Error seen in logs: ERR_PAY_2088.,P3,Payments,2025-09-26 05:20:34,2025-10-01 20:20:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-26 05:20:34.189634] ERR_PAY_2088: Timeout at /api/payments/process,bug,"payments,bug"
INC-10286,Inventory performance issue ERR_INV_9448,Users reported issues in Inventory. service failure timeout endpoint cache Error seen in logs: ERR_INV_9448.,P3,Inventory,2025-09-19 14:44:34,2025-09-24 21:44:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-19 14:44:34.189634] ERR_INV_9448: Timeout at /api/inventory/process,performance,"inventory,performance"
INC-10287,Auth data issue ERR_AUT_2098,Users reported issues in Auth. failure endpoint failure timeout failure Error seen in logs: ERR_AUT_2098.,P3,Auth,2025-07-06 09:26:34,,,Null pointer in microservice.,[2025-07-06 09:26:34.189634] ERR_AUT_2098: Timeout at /api/auth/process,data,"auth,data"
INC-10288,Orders config issue ERR_ORD_8913,Users reported issues in Orders. db timeout timeout auth endpoint Error seen in logs: ERR_ORD_8913.,P4,Orders,2025-08-25 12:48:34,,,Config drift in container setup.,[2025-08-25 12:48:34.189634] ERR_ORD_8913: Timeout at /api/orders/process,config,"orders,config"
INC-10289,Search config issue ERR_SEA_4965,Users reported issues in Search. cache session db cache retry Error seen in logs: ERR_SEA_4965.,P2,Search,2025-08-16 23:28:34,2025-08-21 23:28:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-16 23:28:34.189634] ERR_SEA_4965: Timeout at /api/search/process,config,"search,config"
INC-10290,Search bug issue ERR_SEA_8570,Users reported issues in Search. retry failure error error db Error seen in logs: ERR_SEA_8570.,P2,Search,2025-10-14 20:06:34,2025-10-15 17:06:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-14 20:06:34.189634] ERR_SEA_8570: Timeout at /api/search/process,bug,"search,bug"
INC-10291,Search config issue ERR_SEA_9851,Users reported issues in Search. timeout timeout service retry endpoint Error seen in logs: ERR_SEA_9851.,P4,Search,2025-11-24 14:58:34,2025-11-26 20:58:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-11-24 14:58:34.189634] ERR_SEA_9851: Timeout at /api/search/process,config,"search,config"
INC-10292,Search data issue ERR_SEA_7046,Users reported issues in Search. timeout timeout endpoint timeout session Error seen in logs: ERR_SEA_7046.,P3,Search,2025-11-07 14:11:34,2025-11-08 02:11:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-07 14:11:34.189634] ERR_SEA_7046: Timeout at /api/search/process,data,"search,data"
INC-10293,Auth bug issue ERR_AUT_2884,Users reported issues in Auth. auth timeout db db connection Error seen in logs: ERR_AUT_2884.,P3,Auth,2025-08-07 01:59:34,,,Null pointer in microservice.,[2025-08-07 01:59:34.189634] ERR_AUT_2884: Timeout at /api/auth/process,bug,"auth,bug"
INC-10294,Search bug issue ERR_SEA_6951,Users reported issues in Search. session error connection session failure Error seen in logs: ERR_SEA_6951.,P3,Search,2025-10-23 21:18:34,,,Null pointer in microservice.,[2025-10-23 21:18:34.189634] ERR_SEA_6951: Timeout at /api/search/process,bug,"search,bug"
INC-10295,Auth data issue ERR_AUT_3224,Users reported issues in Auth. db endpoint failure retry connection Error seen in logs: ERR_AUT_3224.,P4,Auth,2025-10-03 07:24:34,2025-10-09 06:24:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-03 07:24:34.189634] ERR_AUT_3224: Timeout at /api/auth/process,data,"auth,data"
INC-10296,Payments performance issue ERR_PAY_8094,Users reported issues in Payments. auth cache retry retry session Error seen in logs: ERR_PAY_8094.,P1,Payments,2025-08-12 17:29:34,2025-08-17 17:29:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-12 17:29:34.189634] ERR_PAY_8094: Timeout at /api/payments/process,performance,"payments,performance"
INC-10297,Inventory data issue ERR_INV_5888,Users reported issues in Inventory. error retry service failure failure Error seen in logs: ERR_INV_5888.,P2,Inventory,2025-09-07 01:07:34,2025-09-14 08:07:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-07 01:07:34.189634] ERR_INV_5888: Timeout at /api/inventory/process,data,"inventory,data"
INC-10298,Catalog bug issue ERR_CAT_3587,Users reported issues in Catalog. error failure timeout failure error Error seen in logs: ERR_CAT_3587.,P4,Catalog,2025-07-12 13:49:34,2025-07-16 20:49:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-12 13:49:34.189634] ERR_CAT_3587: Timeout at /api/catalog/process,bug,"catalog,bug"
INC-10299,Catalog performance issue ERR_CAT_5424,Users reported issues in Catalog. db session db endpoint db Error seen in logs: ERR_CAT_5424.,P4,Catalog,2025-07-01 23:38:34,2025-07-06 03:38:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-01 23:38:34.189634] ERR_CAT_5424: Timeout at /api/catalog/process,performance,"catalog,performance"
